STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19601201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,1,0,0,0,0,0,0.54,0,0,-9999,0,0,0.63,0,0,6.3,22,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,-9999,0,0,0.01,0,0,0.3,23,19,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.21,0,0,-9999,0,0,0.26,0,0,3.5,22,15,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,0,0,0,0,0,0,0.37,0,0,-9999,0,0,1.16,0,0,7.1,21,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,0,0,0,0.58,0,0,-9999,0,0,1.08,0,0,7.0,17,6,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,1,0,0,1.50,0,0,-9999,0,0,4.52,0,0,0.0,13,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,2,0,0,1.40,0,0,-9999,0,0,5.06,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,2,0,0,1,0,0,1.30,0,0,-9999,0,0,3.88,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,6,0,0,2,0,0,2.18,0,0,-9999,0,0,6.28,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19610901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,2,0,0,2,0,0,1.42,0,0,-9999,0,0,3.10,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19611001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.22,0,0,-9999,0,0,0.49,0,0,0.0,8,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19611101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,1,0,0,1.59,0,0,-9999,0,0,1.91,0,0,4.3,13,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19611201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.15,0,0,-9999,0,0,0.42,0,0,10.6,11,7,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.31,0,0,-9999,0,0,0.38,0,0,6.5,12,4,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.42,0,0,-9999,0,0,0.54,0,0,4.1,20,19,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.28,0,0,-9999,0,0,0.91,0,0,0.8,8,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.23,0,0,-9999,0,0,0.75,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,1,0,0,0,0,0,0.59,0,0,-9999,0,0,1.58,0,0,0.0,21,21,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,3,0,0,1,0,0,1.53,0,0,-9999,0,0,5.69,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,4,0,0,2,0,0,2.18,0,0,-9999,0,0,7.60,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,1,0,0,1.82,0,0,-9999,0,0,3.31,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19620901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,1,0,0,0,0,0,0.54,0,0,-9999,0,0,1.94,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19621001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.31,0,0,-9999,0,0,0.46,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19621101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.20,0,0,-9999,0,0,0.34,0,0,2.3,14,14,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19621201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,-9999,0,0,0.20,0,0,1.0,23,23,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,-9999,0,0,0.19,0,0,8.6,18,6,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,-9999,0,0,0.03,0,0,0.0,21,12,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,0,0,0,0.95,0,0,-9999,0,0,1.66,0,0,2.5,10,7,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,-9999,0,0,0.03,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.40,0,0,-9999,0,0,1.22,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,0,0,0,0.71,0,0,-9999,0,0,2.46,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,4,0,0,2,0,0,1.65,0,0,-9999,0,0,4.85,0,0,0.0,13,13,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,0,0,0,0,0,0,0.49,0,0,-9999,0,0,0.82,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19630901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,3,0,0,2,0,0,3.64,0,0,-9999,0,0,8.17,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19631001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.49,0,0,-9999,0,0,1.08,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19631101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.20,0,0,-9999,0,0,0.20,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19631201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,-9999,0,0,0.15,0,0,4.5,21,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,-9999,0,0,0.00,0,0,0.0,9,7,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.46,0,0,-9999,0,0,0.80,0,0,3.0,20,7,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,1,0,0,0,0,0,0.70,0,0,0,0,0,0.72,0,0,0.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,-9999,0,0,0.29,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,2,0,0,0,0,0,0.66,0,0,-9999,0,0,2.20,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,4,0,0,4,0,0,3.36,0,0,0,0,0,7.27,0,0,0.0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,0,0,0,0.58,0,0,0,0,0,1.07,0,0,0.0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,1,0,0,1.55,0,0,0,0,0,3.58,0,0,0.0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19640901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,2,0,0,1,0,0,1.55,0,0,-9999,0,0,3.30,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19641001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,-9999,0,0,0.06,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19641101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,1,0,0,0,0,0,0.51,0,0,0,17,17,1.76,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19641201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.16,0,0,1,13,12,0.24,0,0,8.0,13,12,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.13,0,0,-9999,0,0,0.18,0,0,1.5,24,21,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,0,0,0,0.53,0,0,1,15,6,0.80,0,0,11.8,15,6,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,1,0,0,0,0,0,0.99,0,0,0,17,12,1.00,0,0,0.0,17,12,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.30,0,0,-9999,0,0,0.81,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,4,0,0,1,0,0,1.05,0,0,-9999,0,0,3.75,0,0,0.0,20,20,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,4,0,0,0,0,0,0.82,0,0,-9999,0,0,5.29,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,3,0,0,2,0,0,1.88,0,0,-9999,0,0,4.46,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,2,0,0,0,0,0,0.83,0,0,-9999,0,0,2.38,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19650901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,0,0,0,0.69,0,0,-9999,0,0,1.59,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19651001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,1,0,0,1.05,0,0,-9999,0,0,1.56,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19651101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,-9999,0,0,0.00,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19651201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,1,0,0,0,0,0,0.58,0,0,-9999,0,0,1.22,0,0,8.0,13,12,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.22,0,0,-9999,0,0,0.30,0,0,5.1,21,18,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,1,0,0,0,0,0,0.58,0,0,-9999,0,0,0.61,0,0,1.0,15,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,-9999,0,0,0.05,0,0,0.8,20,18,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,0,0,0,0.53,0,0,-9999,0,0,0.84,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660501,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,-9999,0,0,0.12,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660601,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,1,0,0,2.88,0,0,-9999,0,0,3.56,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660701,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,1,0,0,1.24,0,0,-9999,0,0,3.70,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660801,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,3,0,0,2,0,0,1.72,0,0,-9999,0,0,3.38,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19660901,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,2,0,0,1,0,0,1.16,0,0,-9999,0,0,2.68,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19661001,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.46,0,0,-9999,0,0,0.78,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19661101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,-9999,0,0,0.03,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19661201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,2,0,0,0,0,0,0.59,0,0,-9999,0,0,1.17,0,0,12.5,24,21,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19670101,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,-9999,0,0,0.11,0,0,3.3,13,6,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19670201,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,-9999,0,0,0.00,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19670301,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,-9999,0,0,0.18,0,0,1.5,15,9,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:USC00143523,HAYS KS US,609.9,38.86667,-99.31667,19670401,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,2,0,0,1,0,0,1.17,0,0,-9999,0,0,1.94,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
