STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19520701,469,0,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0.65,0,0,0,0,0,1.87,0,0,0.0,0,0,106.0,0,0,45.0,0,0,95.5,0,0,64.0,0,0,79.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19520801,451,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0.72,0,0,0,0,0,1.66,0,0,0.0,0,0,109.0,0,0,53.1,0,0,93.9,0,0,64.9,0,0,79.5,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19520901,203,0,0,43,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.46,0,0,0.0,0,0,104.0,0,0,39.9,0,0,88.2,0,0,52.3,0,0,70.3,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19521001,16,0,0,361,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0,0,0.0,0,0,96.1,0,0,17.1,0,0,72.7,0,0,34.9,0,0,53.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19521101,0,0,0,780,0,0,0,0,0,5,0,0,3,0,0,21,0,0,2,0,0,1,0,0,0,0,0,0.70,0,0,1,0,0,1.22,0,0,6.2,0,0,78.1,0,0,-6.0,0,0,53.6,0,0,24.3,0,0,39.0,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19521201,0,0,0,1169,0,0,0,0,0,10,0,0,3,0,0,31,0,0,2,0,0,1,0,0,0,0,0,0.51,0,0,1,0,0,0.83,0,0,7.5,0,0,64.0,0,0,-5.1,0,0,39.6,0,0,14.9,0,0,27.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530101,0,0,0,992,0,0,0,0,0,6,0,0,2,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0.10,0,0,1,9,7,0.17,0,0,1.7,0,0,73.0,0,0,-0.9,0,0,45.9,0,0,19.9,0,0,32.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530201,0,0,0,776,0,0,0,0,0,1,0,0,0,0,0,27,0,0,1,0,0,1,0,0,0,0,0,0.64,0,0,0,0,0,0.69,0,0,0.9,0,0,72.0,0,0,3.0,0,0,53.8,0,0,20.7,0,0,37.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530301,0,0,0,632,0,0,0,0,0,3,0,0,0,0,0,15,0,0,6,0,0,1,0,0,0,0,0,0.57,0,0,1,0,0,1.99,0,0,6.0,0,0,84.9,0,0,10.9,0,0,57.0,0,0,32.2,0,0,44.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530401,24,0,0,513,0,0,2,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0.45,0,0,1,0,0,1.25,0,0,8.0,0,0,91.9,0,0,21.0,0,0,62.4,0,0,34.9,0,0,48.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530501,99,0,0,229,0,0,7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1.18,0,0,0,0,0,1.64,0,0,0.0,0,0,96.1,0,0,23.0,0,0,74.1,0,0,47.5,0,0,60.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530601,463,0,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,1.39,0,0,0,0,0,2.67,0,0,0.0,0,0,111.9,0,0,50.0,0,0,95.7,0,0,64.4,0,0,80.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530701,390,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,2.18,0,0,0,0,0,5.22,0,0,0.0,0,0,111.0,0,0,55.9,0,0,89.8,0,0,65.3,0,0,77.5,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530801,329,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1.24,0,0,0,0,0,2.67,0,0,0.0,0,0,98.1,0,0,51.1,0,0,88.3,0,0,62.8,0,0,75.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19530901,195,0,0,41,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.60,0,0,0,0,0,0.66,0,0,0.0,0,0,104.0,0,0,39.9,0,0,87.3,0,0,52.9,0,0,70.0,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19531001,47,0,0,205,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.48,0,0,0.0,0,0,95.0,0,0,26.1,0,0,75.6,0,0,44.1,0,0,59.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19531101,0,0,0,714,0,0,0,0,0,2,0,0,0,0,0,19,0,0,6,0,0,2,0,0,0,0,0,0.77,0,0,1,0,0,2.48,0,0,15.9,0,0,81.0,0,0,10.0,0,0,52.9,0,0,29.3,0,0,41.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19531201,0,1,1,986,1,1,0,1,1,1,1,1,0,0,0,30,0,0,1,0,0,1,0,0,1,0,0,1.05,0,0,0,0,0,1.15,0,0,4.2,0,0,66.0,1,1,5.0,0,0,44.1,1,1,20.1,0,0,32.0,1,1
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540101,0,0,0,1194,0,0,0,0,0,12,0,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,6,6,0.02,0,0,1.0,0,0,69.1,0,0,-5.1,0,0,39.9,0,0,12.9,0,0,26.4,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540201,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,1,0,0,0,0,0,0.51,0,0,0,0,0,0.61,0,0,4.5,0,0,82.9,0,0,12.0,0,0,60.6,0,0,25.9,0,0,43.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540301,0,0,0,810,0,0,0,0,0,4,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.22,0,0,1.0,0,0,79.0,0,0,6.1,0,0,53.1,0,0,24.6,0,0,38.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540401,26,0,0,256,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0.91,0,0,0,0,0,1.73,0,0,0.0,0,0,89.1,0,0,19.9,0,0,72.3,0,0,42.3,0,0,57.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540501,38,0,0,266,0,0,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,3,0,0,2,0,0,1.52,0,0,0,0,0,5.57,0,0,0.0,0,0,95.0,0,0,27.0,0,0,67.8,0,0,47.3,0,0,57.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540601,353,0,0,37,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,1.02,0,0,0,0,0,2.65,0,0,0.0,0,0,104.0,0,0,37.9,0,0,89.6,0,0,61.3,0,0,75.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540701,606,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,1.06,0,0,0.0,0,0,111.0,0,0,62.1,0,0,100.0,0,0,68.9,0,0,84.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540801,487,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,1.15,0,0,0,0,0,2.66,0,0,0.0,0,0,105.1,0,0,55.0,0,0,95.0,0,0,66.4,0,0,80.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19540901,304,0,0,22,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1.42,0,0,0,0,0,1.98,0,0,0.0,0,0,104.0,0,0,39.9,0,0,89.6,0,0,59.2,0,0,74.3,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19541001,55,0,0,350,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,0,0,2,0,0,0,0,0,0.69,0,0,0,0,0,1.93,0,0,0.0,0,0,96.1,0,0,19.9,0,0,68.7,0,0,42.1,0,0,55.4,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19541101,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0,0,0.0,0,0,78.1,0,0,8.1,0,0,62.1,0,0,28.6,0,0,45.3,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19541201,0,0,0,970,0,0,0,0,0,2,0,0,2,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.13,0,0,0.4,0,0,66.9,0,0,-2.9,0,0,49.3,0,0,18.1,0,0,33.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550101,0,0,0,1108,0,0,0,0,0,6,0,0,0,0,0,31,0,0,2,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.45,0,0,2.5,0,0,66.9,0,0,3.9,0,0,42.1,0,0,16.3,0,0,29.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550201,0,0,0,1129,0,0,0,0,0,11,0,0,5,0,0,27,0,0,1,0,0,1,0,0,0,0,0,0.59,0,0,1,0,0,0.64,0,0,7.5,0,0,55.9,0,0,-2.9,0,0,36.7,0,0,12.6,0,0,24.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550301,0,0,0,800,0,0,0,0,0,5,0,0,1,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.15,0,0,1.5,0,0,80.1,0,0,-5.1,0,0,55.4,0,0,22.8,0,0,39.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550401,26,0,0,258,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,0,0,1.62,0,0,0,0,0,3.01,0,0,0.0,0,0,93.0,0,0,25.0,0,0,71.6,0,0,42.8,0,0,57.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550501,81,0,0,76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0.71,0,0,0,0,0,2.48,0,0,0.0,0,0,95.0,0,0,41.0,0,0,78.6,0,0,51.6,0,0,65.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550601,195,0,0,47,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,0,0,1.31,0,0,0,0,0,3.70,0,0,0.0,0,0,95.0,0,0,42.1,0,0,81.7,0,0,58.1,0,0,69.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550701,565,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1.49,0,0,0,0,0,2.09,0,0,0.0,0,0,109.0,0,0,60.1,0,0,96.8,0,0,69.4,0,0,83.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550801,465,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.51,0,0,0.0,0,0,105.1,0,0,45.0,0,0,95.7,0,0,64.0,0,0,79.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19550901,243,0,0,75,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,1,0,0,5.26,0,0,0,0,0,7.63,0,0,0.0,0,0,100.9,0,0,44.1,0,0,83.8,0,0,57.4,0,0,70.5,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19551001,17,0,0,270,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.17,0,0,0.0,0,0,91.0,0,0,25.0,0,0,72.7,0,0,40.8,0,0,56.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19551101,0,0,0,843,0,0,0,0,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.09,0,0,1.2,0,0,81.0,0,0,1.0,0,0,52.2,0,0,21.4,0,0,36.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19551201,0,0,0,1204,0,0,0,0,0,13,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.25,0,0,3.0,0,0,73.0,0,0,1.9,0,0,37.8,0,0,14.4,0,0,26.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560101,0,0,0,1183,0,0,0,0,0,11,0,0,4,0,0,30,0,0,3,0,0,0,0,0,0,0,0,0.18,0,0,1,0,0,0.63,0,0,11.0,0,0,73.0,0,0,-8.0,0,0,40.1,0,0,13.5,0,0,26.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560201,0,0,0,1163,0,0,0,0,0,11,0,0,3,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0.49,0,0,2,0,0,0.60,0,0,9.0,0,0,55.9,0,0,-9.9,0,0,35.8,0,0,13.8,0,0,24.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560301,0,1,1,688,1,1,0,1,1,2,1,1,0,1,1,26,1,1,0,0,0,0,0,0,0,0,0,0.09,0,0,0,1,1,0.17,0,0,1.5,1,1,87.1,1,1,7.0,1,1,58.6,1,1,25.3,1,1,42.1,1,1
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560401,4,0,0,496,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,1,0,0,0,0,0,0.88,0,0,1,0,0,1.28,0,0,5.3,0,0,86.0,0,0,21.0,0,0,63.1,0,0,34.0,0,0,48.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560501,153,0,0,127,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,1.42,0,0,0.0,0,0,102.0,0,0,36.0,0,0,80.1,0,0,51.4,0,0,65.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560601,399,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0.38,0,0,0.0,0,0,107.1,0,0,43.0,0,0,93.7,0,0,62.1,0,0,77.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560701,428,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1.33,0,0,0,0,0,2.79,0,0,0.0,0,0,111.9,0,0,55.0,0,0,93.6,0,0,64.0,0,0,78.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560801,478,0,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,1.07,0,0,0.0,0,0,111.0,0,0,44.1,0,0,96.4,0,0,63.5,0,0,80.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19560901,236,0,0,47,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.06,0,0,0.0,0,0,107.1,0,0,36.0,0,0,88.9,0,0,53.6,0,0,71.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19561001,49,0,0,180,0,0,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0.74,0,0,0.0,0,0,99.0,0,0,28.0,0,0,77.7,0,0,43.9,0,0,60.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19561101,0,0,0,766,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.05,0,0,0.3,0,0,79.0,0,0,6.1,0,0,54.0,0,0,24.8,0,0,39.4,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19561201,0,0,0,972,0,0,0,0,0,6,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0.5,0,0,70.0,0,0,0.0,0,0,49.3,0,0,18.0,0,0,33.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570101,0,0,0,1403,0,0,0,0,0,16,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.19,0,0,3.6,0,0,57.0,0,0,-9.9,0,0,32.2,0,0,7.2,0,0,19.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570201,0,0,0,841,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.11,0,0,2.0,0,0,69.1,0,0,5.0,0,0,49.8,0,0,20.1,0,0,34.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570301,0,0,0,811,0,0,0,0,0,2,0,0,0,0,0,22,0,0,6,0,0,1,0,0,0,0,0,0.89,0,0,1,0,0,2.44,0,0,10.5,0,0,78.1,0,0,15.1,0,0,50.2,0,0,27.3,0,0,38.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570401,2,0,0,483,0,0,0,0,0,1,0,0,0,0,0,11,0,0,5,0,0,1,0,0,0,0,0,0.51,0,0,0,0,0,2.14,0,0,3.0,0,0,88.0,0,0,17.1,0,0,58.8,0,0,39.0,0,0,48.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570501,19,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,2,0,0,1.25,0,0,0,0,0,4.08,0,0,0.0,0,0,82.9,0,0,39.9,0,0,69.8,0,0,50.0,0,0,59.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570601,179,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0.94,0,0,0,0,0,6.74,0,0,0.0,0,0,93.9,0,0,43.0,0,0,81.9,0,0,58.5,0,0,70.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570701,479,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,1.45,0,0,0,0,0,3.11,0,0,0.0,0,0,102.9,0,0,54.0,0,0,92.3,0,0,68.5,0,0,80.4,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570801,404,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,2.08,0,0,0,0,0,3.92,0,0,0.0,0,0,104.0,0,0,52.0,0,0,90.9,0,0,64.9,0,0,77.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19570901,65,0,0,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,1.43,0,0,0,0,0,3.49,0,0,0.0,0,0,91.9,0,0,39.9,0,0,77.2,0,0,50.4,0,0,63.7,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19571001,35,0,0,359,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0.53,0,0,0,0,0,1.22,0,0,0.0,0,0,89.1,0,0,17.1,0,0,64.4,0,0,44.6,0,0,54.5,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19571101,0,0,0,808,0,0,0,0,0,2,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0.36,0,0,1,0,0,0.80,0,0,8.0,0,0,75.0,0,0,12.0,0,0,48.4,0,0,27.7,0,0,37.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19571201,0,0,0,845,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.09,0,0,0.5,0,0,70.0,0,0,3.0,0,0,54.0,0,0,21.4,0,0,37.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580101,0,0,0,1028,0,0,0,0,0,5,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.25,0,0,3.0,0,0,66.9,0,0,3.0,0,0,45.0,0,0,18.7,0,0,31.8,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580201,0,0,0,1040,0,0,0,0,0,12,0,0,1,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0.44,0,0,1,0,0,0.99,0,0,10.0,0,0,77.0,0,0,-2.0,0,0,38.7,0,0,16.9,0,0,27.9,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580301,0,0,0,1200,0,0,0,0,0,14,0,0,2,0,0,29,0,0,6,0,0,3,0,0,1,0,0,1.91,0,0,2,0,0,3.98,0,0,25.0,0,0,51.1,0,0,-2.9,0,0,34.2,0,0,18.3,0,0,26.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580401,1,0,0,463,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,0,0,0,0,0,0.60,0,0,0,0,0,1.62,0,0,0.0,0,0,80.1,0,0,28.0,0,0,60.4,0,0,38.5,0,0,49.5,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580501,79,0,0,102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,2,0,0,3.28,0,0,0,0,0,6.81,0,0,0.0,0,0,91.0,0,0,37.9,0,0,75.6,0,0,52.9,0,0,64.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580601,214,0,0,17,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,1.08,0,0,0,0,0,2.33,0,0,0.0,0,0,97.0,0,0,44.1,0,0,83.7,0,0,59.4,0,0,71.4,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580701,294,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,3,0,0,1.87,0,0,0,0,0,7.83,0,0,0.0,0,0,99.0,0,0,55.0,0,0,84.9,0,0,63.9,0,0,74.3,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580801,334,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,2.85,0,0,0,0,0,4.35,0,0,0.0,0,0,98.1,0,0,51.1,0,0,88.9,0,0,62.4,0,0,75.7,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19580901,199,0,0,42,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1.18,0,0,0,0,0,1.90,0,0,0.0,0,0,97.0,0,0,39.9,0,0,82.8,0,0,57.6,0,0,70.2,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19581001,22,0,0,266,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0.52,0,0,0,0,0,0.54,0,0,0.0,0,0,91.9,0,0,28.9,0,0,72.3,0,0,41.7,0,0,57.0,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19581101,0,0,0,673,0,0,0,0,0,2,0,0,2,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.50,0,0,5.5,0,0,78.1,0,0,-2.0,0,0,57.2,0,0,27.9,0,0,42.4,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19581201,0,0,0,1068,0,0,0,0,0,9,0,0,2,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0.13,0,0,3.0,0,0,68.0,0,0,-0.9,0,0,43.5,0,0,17.4,0,0,30.6,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19590101,0,0,0,1284,0,0,0,0,0,13,0,0,6,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.38,0,0,9.0,0,0,64.0,0,0,-20.9,0,0,36.9,0,0,10.0,0,0,23.5,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19590201,0,0,0,1004,0,0,0,0,0,8,0,0,1,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0.15,0,0,1,0,0,0.25,0,0,4.5,0,0,68.0,0,0,-4.0,0,0,41.4,0,0,16.9,0,0,29.1,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19590301,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,1,0,0,0,0,0,0.50,0,0,0,0,0,0.83,0,0,1.0,0,0,78.1,0,0,16.0,0,0,55.8,0,0,27.7,0,0,41.7,0,0
GHCND:USC00143527,HAYS 1 S KS US,609.9,38.86667,-99.33333,19590401,2,0,0,416,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.53,0,0,1.0,0,0,88.0,0,0,17.1,0,0,64.6,0,0,37.8,0,0,51.1,0,0
