"","years","months","Site","ppt","tmean"
"464",1985,2,"McDevitt",11.7700004577637,-9.29500007629395
"465",1985,3,"McDevitt",26.1700000762939,-3.71000003814697
"466",1985,4,"McDevitt",9.19999980926514,5.75
"467",1985,5,"McDevitt",50.9199981689453,9.96000003814697
"468",1985,6,"McDevitt",7.34999990463257,14.3699998855591
"469",1985,7,"McDevitt",18.0599994659424,20.3050003051758
"470",1985,8,"McDevitt",17.3799991607666,15.9200000762939
"471",1985,9,"McDevitt",58.1800003051758,9.6850004196167
"472",1985,10,"McDevitt",14.5600004196167,4.71000003814697
"473",1985,11,"McDevitt",33.6399993896484,-6.3899998664856
"474",1985,12,"McDevitt",13.3299999237061,-9.36999988555908
"475",1986,1,"McDevitt",23.3500003814697,-4.41499996185303
"476",1986,2,"McDevitt",61.8699989318848,-1.32999992370605
"477",1986,3,"McDevitt",20.2700004577637,3.375
"478",1986,4,"McDevitt",36.7999992370605,4.77499961853027
"479",1986,5,"McDevitt",40.7700004577637,8.91499996185303
"480",1986,6,"McDevitt",28.2299995422363,16.3450012207031
"481",1986,7,"McDevitt",27.0900001525879,16.2749996185303
"482",1986,8,"McDevitt",41.1500015258789,19.1650009155273
"483",1986,9,"McDevitt",52.310001373291,9.13000011444092
"484",1986,10,"McDevitt",14.8500003814697,6.82000017166138
"485",1986,11,"McDevitt",30.5,-1.10500001907349
"486",1986,12,"McDevitt",7.73000001907349,-4.93499994277954
"487",1987,1,"McDevitt",15.3100004196167,-6.58500003814697
"488",1987,2,"McDevitt",20.1599998474121,-2.28999996185303
"489",1987,3,"McDevitt",23.9899997711182,0.615000009536743
"490",1987,4,"McDevitt",9.35000038146973,8.38000011444092
"491",1987,5,"McDevitt",71,10.9749994277954
"492",1987,6,"McDevitt",30.9300003051758,14.3850002288818
"493",1987,7,"McDevitt",52.8199996948242,16.2299995422363
"494",1987,8,"McDevitt",17.3700008392334,15.6449995040894
"495",1987,9,"McDevitt",0,14.7349996566772
"496",1987,10,"McDevitt",0.649999976158142,8.75999927520752
"497",1987,11,"McDevitt",16.2900009155273,0.529999971389771
"498",1987,12,"McDevitt",32.5099983215332,-5.81500005722046
"499",1988,1,"McDevitt",23.3600006103516,-7.96999979019165
"500",1988,2,"McDevitt",18.3600006103516,-3.09999990463257
"501",1988,3,"McDevitt",23,-1.00499987602234
"502",1988,4,"McDevitt",45.6500015258789,5.67999982833862
"503",1988,5,"McDevitt",49.0400009155273,9.32999992370605
"504",1988,6,"McDevitt",23.2800006866455,16.4349994659424
"505",1988,7,"McDevitt",0.0700000002980232,19.7350006103516
"506",1988,8,"McDevitt",10.2299995422363,18.0250015258789
"507",1988,9,"McDevitt",5.15000009536743,11.914999961853
"508",1988,10,"McDevitt",6.15999984741211,10.1749992370605
"509",1988,11,"McDevitt",56.7900009155273,-3.67499995231628
"510",1988,12,"McDevitt",14.2700004577637,-7.44499969482422
"511",1989,1,"McDevitt",30.9300003051758,-7.73499965667725
"512",1989,2,"McDevitt",20.1399993896484,-8.51000022888184
"513",1989,3,"McDevitt",36.3600006103516,-1.03500008583069
"514",1989,4,"McDevitt",11.5200004577637,5.41499996185303
"515",1989,5,"McDevitt",38.2799987792969,8.02000045776367
"516",1989,6,"McDevitt",21.3299999237061,13.375
"517",1989,7,"McDevitt",16.1000003814697,19.4599990844727
"518",1989,8,"McDevitt",32.4000015258789,15.960000038147
"519",1989,9,"McDevitt",16.8799991607666,12.1300001144409
"520",1989,10,"McDevitt",30.6299991607666,5.59999990463257
"521",1989,11,"McDevitt",14.5900001525879,-0.929999947547913
"522",1989,12,"McDevitt",22.8400001525879,-5.03499984741211
"523",1990,1,"McDevitt",31.6800003051758,-5.48000001907349
"524",1990,2,"McDevitt",8.5600004196167,-6.12999963760376
"525",1990,3,"McDevitt",22.8199996948242,-0.414999961853027
"526",1990,4,"McDevitt",37.4199981689453,6.79499959945679
"527",1990,5,"McDevitt",49.5400009155273,6.92499971389771
"528",1990,6,"McDevitt",31.3899993896484,12.2250003814697
"529",1990,7,"McDevitt",25.0900001525879,17.875
"530",1990,8,"McDevitt",45.6599998474121,17.4549999237061
"531",1990,9,"McDevitt",8.52000045776367,15.3500003814697
"532",1990,10,"McDevitt",21.0200004577637,4.91000032424927
"533",1990,11,"McDevitt",24.1399993896484,-0.789999961853027
"534",1990,12,"McDevitt",29.9200000762939,-11.7650003433228
"535",1991,1,"McDevitt",16.8799991607666,-8.10000038146973
"536",1991,2,"McDevitt",7.05999994277954,-0.0799999237060547
"537",1991,3,"McDevitt",38.2900009155273,-0.945000052452087
"538",1991,4,"McDevitt",38.5900001525879,2.98000001907349
"539",1991,5,"McDevitt",55.2799987792969,6.7649998664856
"540",1991,6,"McDevitt",61.3300018310547,11.6949996948242
"541",1991,7,"McDevitt",4.23000001907349,18.2250003814697
"542",1991,8,"McDevitt",14.9899997711182,19.8050003051758
"543",1991,9,"McDevitt",24.7999992370605,13.7950000762939
"544",1991,10,"McDevitt",29.2099990844727,5.67500019073486
"545",1991,11,"McDevitt",69.5999984741211,-4.32499980926514
"546",1991,12,"McDevitt",20.3299999237061,-5.80999994277954
"547",1992,1,"McDevitt",8.10000038146973,-5.72500038146973
"548",1992,2,"McDevitt",18.1200008392334,-0.979999899864197
"549",1992,3,"McDevitt",11.2299995422363,3.2350001335144
"550",1992,4,"McDevitt",21.7700004577637,6.35500001907349
"551",1992,5,"McDevitt",13.5600004196167,11.2849998474121
"552",1992,6,"McDevitt",70.1800003051758,14.8100004196167
"553",1992,7,"McDevitt",31.1399993896484,15.4700002670288
"554",1992,8,"McDevitt",1.85000002384186,18.2099990844727
"555",1992,9,"McDevitt",17.9400005340576,11.1700000762939
"556",1992,10,"McDevitt",38.0999984741211,8.14500045776367
"557",1992,11,"McDevitt",28.3400001525879,-4.26999998092651
"558",1992,12,"McDevitt",36.1500015258789,-8.30999946594238
"559",1993,1,"McDevitt",16.8899993896484,-9.71000003814697
"560",1993,2,"McDevitt",14.1499996185303,-6.69499969482422
"561",1993,3,"McDevitt",37.4700012207031,1.61500000953674
"562",1993,4,"McDevitt",43.5900001525879,2.91999983787537
"563",1993,5,"McDevitt",30.4200000762939,11.0799999237061
"564",1993,6,"McDevitt",86.1699981689453,10.9949998855591
"565",1993,7,"McDevitt",54.7900009155273,12.2299995422363
"566",1993,8,"McDevitt",35.9500007629395,14.4749994277954
"567",1993,9,"McDevitt",3.21000003814697,11.9300003051758
"568",1993,10,"McDevitt",18.0900001525879,6.50500011444092
"569",1993,11,"McDevitt",11.6099996566772,-4.3600001335144
"570",1993,12,"McDevitt",15.3900003433228,-6.38000011444092
"571",1994,1,"McDevitt",28.8299999237061,-4.25500011444092
"572",1994,2,"McDevitt",36.8499984741211,-5.78999996185303
"573",1994,3,"McDevitt",9.55000019073486,1.0699999332428
"574",1994,4,"McDevitt",29.0900001525879,5.6899995803833
"575",1994,5,"McDevitt",40.9900016784668,10.5700006484985
"576",1994,6,"McDevitt",21.3199996948242,13.6300001144409
"577",1994,7,"McDevitt",14.8999996185303,17.8050003051758
"578",1994,8,"McDevitt",6.44000005722046,18.8649997711182
"579",1994,9,"McDevitt",2.5,14.3000001907349
"580",1994,10,"McDevitt",28.7800006866455,4.91000032424927
"581",1994,11,"McDevitt",41.0900001525879,-5.53000020980835
"582",1994,12,"McDevitt",27.6399993896484,-5.80999994277954
"583",1995,1,"McDevitt",31.2299995422363,-6.99499988555908
"584",1995,2,"McDevitt",12.3900003433228,-0.829999923706055
"585",1995,3,"McDevitt",45.4799995422363,-1.08999991416931
"586",1995,4,"McDevitt",47.4199981689453,3.01999974250793
"587",1995,5,"McDevitt",79.3899993896484,7.40000009536743
"588",1995,6,"McDevitt",72.8600006103516,11.5249996185303
"589",1995,7,"McDevitt",40.1199989318848,17.0400009155273
"590",1995,8,"McDevitt",10.9300003051758,17.2299995422363
"591",1995,9,"McDevitt",21.9200000762939,13.4099998474121
"592",1995,10,"McDevitt",25.6700000762939,3.67999982833862
"593",1995,11,"McDevitt",43.7900009155273,-0.239999890327454
"594",1995,12,"McDevitt",36.3899993896484,-4.92500019073486
"595",1996,1,"McDevitt",42.8300018310547,-6.79500007629395
"596",1996,2,"McDevitt",31.8500003814697,-4.86500024795532
"597",1996,3,"McDevitt",40.060001373291,-0.775000095367432
"598",1996,4,"McDevitt",35.4099998474121,4.14499998092651
"599",1996,5,"McDevitt",44.7700004577637,6.55500030517578
"600",1996,6,"McDevitt",17.9400005340576,13.8199996948242
"601",1996,7,"McDevitt",3.04999995231628,18.8250007629395
"602",1996,8,"McDevitt",5.48999977111816,18.1350002288818
"603",1996,9,"McDevitt",6.82999992370605,11.0999994277954
"604",1996,10,"McDevitt",25.2399997711182,5.77999973297119
"605",1996,11,"McDevitt",33.5499992370605,-0.919999957084656
"606",1996,12,"McDevitt",56.6399993896484,-5.53999996185303
"607",1997,1,"McDevitt",48,-7.06500005722046
"608",1997,2,"McDevitt",25.7999992370605,-4.53999996185303
"609",1997,3,"McDevitt",22.2600002288818,-0.109999895095825
"610",1997,4,"McDevitt",42.2599983215332,1.99999976158142
"611",1997,5,"McDevitt",22.6700000762939,10.125
"612",1997,6,"McDevitt",66.5199966430664,13.5049991607666
"613",1997,7,"McDevitt",26.7399997711182,16.7450008392334
"614",1997,8,"McDevitt",18.4699993133545,17.3050003051758
"615",1997,9,"McDevitt",33.9199981689453,13.0100002288818
"616",1997,10,"McDevitt",50.9700012207031,5.07000017166138
"617",1997,11,"McDevitt",20.2700004577637,-1.11500000953674
"618",1997,12,"McDevitt",16.2800006866455,-7.09999990463257
"619",1998,1,"McDevitt",49.7099990844727,-4.6100001335144
"620",1998,2,"McDevitt",17.2800006866455,-3.68999981880188
"621",1998,3,"McDevitt",16.0300006866455,-0.625
"622",1998,4,"McDevitt",43.7700004577637,4.23000001907349
"623",1998,5,"McDevitt",67,9.21000003814697
"624",1998,6,"McDevitt",59.8800010681152,10.0749998092651
"625",1998,7,"McDevitt",32.3800010681152,20.1499996185303
"626",1998,8,"McDevitt",8.57999992370605,19.1200008392334
"627",1998,9,"McDevitt",28.7000007629395,15.4099998474121
"628",1998,10,"McDevitt",12.3599996566772,5.67000007629395
"629",1998,11,"McDevitt",39.9500007629395,-0.0250000953674316
"630",1998,12,"McDevitt",39.9500007629395,-7.1399998664856
"631",1999,1,"McDevitt",33.7900009155273,-3.99500012397766
"632",1999,2,"McDevitt",34.4099998474121,-4.42500019073486
"633",1999,3,"McDevitt",21.3600006103516,-0.115000009536743
"634",1999,4,"McDevitt",23.5200004577637,2.39999961853027
"635",1999,5,"McDevitt",41.9300003051758,7.625
"636",1999,6,"McDevitt",32.8300018310547,11.960000038147
"637",1999,7,"McDevitt",0,17.9650001525879
"638",1999,8,"McDevitt",17.4899997711182,18.5900001525879
"639",1999,9,"McDevitt",7.80000019073486,12.0400009155273
"640",1999,10,"McDevitt",7.59999990463257,8.13999938964844
"641",1999,11,"McDevitt",21.0200004577637,2.36500000953674
"642",1999,12,"McDevitt",28.2600002288818,-4.11999988555908
"643",2000,1,"McDevitt",40.5800018310547,-6.55499982833862
"644",2000,2,"McDevitt",24.8400001525879,-1.71999990940094
"645",2000,3,"McDevitt",21.2399997711182,0.400000095367432
"646",2000,4,"McDevitt",17.2199993133545,6.375
"647",2000,5,"McDevitt",29.0900001525879,9.10999965667725
"648",2000,6,"McDevitt",7.67000007629395,14.0699996948242
"649",2000,7,"McDevitt",5.94000005722046,18.7950000762939
"650",2000,8,"McDevitt",6.01000022888184,19
"651",2000,9,"McDevitt",23.2800006866455,11.6399993896484
"652",2000,10,"McDevitt",58.4000015258789,6.07999992370605
"653",2000,11,"McDevitt",28.9500007629395,-5.40499973297119
"654",2000,12,"McDevitt",14.1899995803833,-6.0149998664856
"655",2001,1,"McDevitt",12.0200004577637,-6.27500009536743
"656",2001,2,"McDevitt",17.7900009155273,-5.10500001907349
"657",2001,3,"McDevitt",22.1200008392334,1.1399998664856
"658",2001,4,"McDevitt",51.0999984741211,3.74000024795532
"659",2001,5,"McDevitt",10.9899997711182,10.6199998855591
"660",2001,6,"McDevitt",32.1599998474121,13.664999961853
"661",2001,7,"McDevitt",24.7600002288818,18.8150005340576
"662",2001,8,"McDevitt",2.91000008583069,19.7600002288818
"663",2001,9,"McDevitt",34.3499984741211,15.5599994659424
"664",2001,10,"McDevitt",24.25,6.58500003814697
"665",2001,11,"McDevitt",19.0799999237061,1.54000008106232
"666",2001,12,"McDevitt",23.2900009155273,-7.09999990463257
"667",2002,1,"McDevitt",22.9400005340576,-6.25
"668",2002,2,"McDevitt",12.8999996185303,-4.71499967575073
"669",2002,3,"McDevitt",18.8400001525879,-2.09500026702881
"670",2002,4,"McDevitt",30.1800003051758,4.2350001335144
"671",2002,5,"McDevitt",34.439998626709,8.41499996185303
"672",2002,6,"McDevitt",38.5499992370605,14.0900001525879
"673",2002,7,"McDevitt",12.3800001144409,20.0499992370605
"674",2002,8,"McDevitt",20.6000003814697,16.3199996948242
"675",2002,9,"McDevitt",14.1499996185303,13.6100006103516
"676",2002,10,"McDevitt",7.09999990463257,4.5
"677",2002,11,"McDevitt",23.2600002288818,-1.5550000667572
"678",2002,12,"McDevitt",17.7099990844727,-3.57499980926514
"679",2003,1,"McDevitt",41.2999992370605,-2.67499995231628
"680",2003,2,"McDevitt",44.9500007629395,-4.625
"681",2003,3,"McDevitt",28.0599994659424,0.504999876022339
"682",2003,4,"McDevitt",52.7299995422363,4.45000028610229
"683",2003,5,"McDevitt",21.8400001525879,9.3100004196167
"684",2003,6,"McDevitt",8.77000045776367,14.4250001907349
"685",2003,7,"McDevitt",7.86999988555908,21.0149993896484
"686",2003,8,"McDevitt",19.2000007629395,20.625
"687",2003,9,"McDevitt",10.8000001907349,13.9699993133545
"688",2003,10,"McDevitt",8.5600004196167,9.51000022888184
"689",2003,11,"McDevitt",18.7000007629395,-3.7350001335144
"690",2003,12,"McDevitt",32.7299995422363,-3.83500003814697
"691",2004,1,"McDevitt",22.9799995422363,-5.75499963760376
"692",2004,2,"McDevitt",19.7900009155273,-3.64499998092651
"693",2004,3,"McDevitt",6.59999990463257,3.88499999046326
"694",2004,4,"McDevitt",19.5900001525879,6.32999992370605
"695",2004,5,"McDevitt",64.4199981689453,8.90500068664551
"696",2004,6,"McDevitt",34.5900001525879,13.8400001525879
"697",2004,7,"McDevitt",30.8199996948242,18.6499996185303
"698",2004,8,"McDevitt",15.0900001525879,17.3800010681152
"699",2004,9,"McDevitt",26.7299995422363,11.9000005722046
"700",2004,10,"McDevitt",37.6300010681152,7.02500009536743
"701",2004,11,"McDevitt",5.32000017166138,-0.605000138282776
"702",2004,12,"McDevitt",23.3999996185303,-3.19000005722046
"703",2005,1,"McDevitt",11.7700004577637,-4.05000019073486
"704",2005,2,"McDevitt",3.89000010490417,-2.22000002861023
"705",2005,3,"McDevitt",18.6200008392334,1.41499996185303
"706",2005,4,"McDevitt",23.3600006103516,5.09999990463257
"707",2005,5,"McDevitt",58.9799995422363,9.19499969482422
"708",2005,6,"McDevitt",61.5999984741211,11.664999961853
"709",2005,7,"McDevitt",2.03999996185303,19.2150001525879
"710",2005,8,"McDevitt",13.9099998474121,18.5200004577637
"711",2005,9,"McDevitt",20.9099998474121,12.6100006103516
"712",2005,10,"McDevitt",18.1800003051758,7.86499977111816
"713",2005,11,"McDevitt",53.3800010681152,-1.91999983787537
"714",2005,12,"McDevitt",29.75,-6.24499988555908
"715",2006,1,"McDevitt",41.5,-4.09499979019165
"716",2006,2,"McDevitt",13.6899995803833,-5.33500003814697
"717",2006,3,"McDevitt",30.3199996948242,-1.14499998092651
"718",2006,4,"McDevitt",53.4599990844727,5.53999996185303
"719",2006,5,"McDevitt",21.0699996948242,10.4549999237061
"720",2006,6,"McDevitt",36.9000015258789,15.0450000762939
"721",2006,7,"McDevitt",4.13000011444092,21.4700012207031
"722",2006,8,"McDevitt",6.6399998664856,17.875
"723",2006,9,"McDevitt",28.9699993133545,12.4449996948242
"724",2006,10,"McDevitt",45.7799987792969,6
"725",2006,11,"McDevitt",28.25,-0.549999952316284
"726",2006,12,"McDevitt",22.9099998474121,-4.47500038146973
"727",2007,1,"McDevitt",13.6800003051758,-7.0149998664856
"728",2007,2,"McDevitt",37.2299995422363,-1.91000008583069
"729",2007,3,"McDevitt",17.3400001525879,2.83500003814697
"730",2007,4,"McDevitt",24.6900005340576,5.60500001907349
"731",2007,5,"McDevitt",28.8099994659424,9.96500015258789
"732",2007,6,"McDevitt",37.3199996948242,14.8799991607666
"733",2007,7,"McDevitt",12.1800003051758,21.6100006103516
"734",2007,8,"McDevitt",6.90999984741211,18.3850002288818
"735",2007,9,"McDevitt",33.5800018310547,12.0500001907349
"736",2007,10,"McDevitt",35.7900009155273,5.61999988555908
"737",2007,11,"McDevitt",22.1900005340576,0.225000143051147
"738",2007,12,"McDevitt",34.5800018310547,-6.30999994277954
"739",2008,1,"McDevitt",28.2099990844727,-8.03999996185303
"740",2008,2,"McDevitt",17.5400009155273,-2.66000008583069
"741",2008,3,"McDevitt",22.6100006103516,-1.64999985694885
"742",2008,4,"McDevitt",15.5900001525879,1.27500009536743
"743",2008,5,"McDevitt",39.1199989318848,8.34000015258789
"744",2008,6,"McDevitt",14.8999996185303,12.75
"745",2008,7,"McDevitt",8.93000030517578,18.7799987792969
"746",2008,8,"McDevitt",9.1899995803833,17.9899997711182
"747",2008,9,"McDevitt",22.3099994659424,12.6749992370605
"748",2008,10,"McDevitt",16.2000007629395,6.21000003814697
"749",2008,11,"McDevitt",28.7399997711182,1.87500011920929
"750",2008,12,"McDevitt",30.6700000762939,-6.25499963760376
"751",2009,1,"McDevitt",26.4599990844727,-3.98499989509583
"752",2009,2,"McDevitt",9.5600004196167,-2.25
"753",2009,3,"McDevitt",52.3699989318848,-1.45500004291534
"754",2009,4,"McDevitt",39.4300003051758,3.92000007629395
"755",2009,5,"McDevitt",28.8799991607666,9.30500030517578
"756",2009,6,"McDevitt",71.9700012207031,12.5
"757",2009,7,"McDevitt",14.6099996566772,17.6800003051758
"758",2009,8,"McDevitt",43.1399993896484,17.3800010681152
"759",2009,9,"McDevitt",17.3500003814697,15.7300004959106
"760",2009,10,"McDevitt",34.0999984741211,2.94000005722046
"761",2009,11,"McDevitt",13.0699996948242,-0.220000028610229
"762",2009,12,"McDevitt",7.03999996185303,-7.84000015258789
"763",2010,1,"McDevitt",27.7199993133545,-3.28500008583069
"764",2010,2,"McDevitt",8.25,-3.04499983787537
"765",2010,3,"McDevitt",14.7299995422363,1.41499996185303
"766",2010,4,"McDevitt",29.0100002288818,3.97500014305115
"767",2010,5,"McDevitt",68.7399978637695,5.63499975204468
"768",2010,6,"McDevitt",68.9000015258789,11.8649997711182
"769",2010,7,"McDevitt",6.05999994277954,17.0750007629395
"770",2010,8,"McDevitt",25,16.4200000762939
"771",2010,9,"McDevitt",32.2999992370605,13.1849994659424
"772",2010,10,"McDevitt",32.810001373291,8.69999980926514
"773",2010,11,"McDevitt",35.0400009155273,-1.66499996185303
"774",2010,12,"McDevitt",44.6300010681152,-4.78999996185303
"775",2011,1,"McDevitt",17.9699993133545,-5.92999982833862
"776",2011,2,"McDevitt",9.09000015258789,-5.32999992370605
"777",2011,3,"McDevitt",35.6500015258789,-0.484999895095825
"778",2011,4,"McDevitt",45.689998626709,1.66000008583069
"779",2011,5,"McDevitt",58.9700012207031,7.05000019073486
"780",2011,6,"McDevitt",39.9199981689453,11.5950002670288
"781",2011,7,"McDevitt",22.2199993133545,18.5149993896484
"782",2011,8,"McDevitt",12.460000038147,18.6450004577637
"783",2011,9,"McDevitt",8.07999992370605,15.1599998474121
"784",2011,10,"McDevitt",42.5299987792969,7.33999967575073
"785",2011,11,"McDevitt",19.5900001525879,-1.85000002384186
"786",2011,12,"McDevitt",24.7399997711182,-4.72499990463257
"787",2012,1,"McDevitt",18.1100006103516,-3.82999992370605
"788",2012,2,"McDevitt",19.2000007629395,-3.17999982833862
"789",2012,3,"McDevitt",50.4599990844727,2.00499987602234
"790",2012,4,"McDevitt",18.8199996948242,6.3149995803833
"791",2012,5,"McDevitt",23.8700008392334,8.47000026702881
"792",2012,6,"McDevitt",11.4200000762939,13.7350006103516
"793",2012,7,"McDevitt",23.0100002288818,20.3950004577637
"794",2012,8,"McDevitt",5.19000005722046,19.3850002288818
"795",2012,9,"McDevitt",8.02000045776367,14.7449998855591
"796",2012,10,"McDevitt",27.3099994659424,6.05499982833862
"797",2012,11,"McDevitt",30.3199996948242,0.950000047683716
"798",2012,12,"McDevitt",35.8499984741211,-4.7350001335144
"799",2013,1,"McDevitt",18.4899997711182,-6.16499996185303
"800",2013,2,"McDevitt",10.9700002670288,-3.57000017166138
"801",2013,3,"McDevitt",11.2399997711182,0.204999923706055
"802",2013,4,"McDevitt",10.1800003051758,3.84000015258789
"803",2013,5,"McDevitt",39.9300003051758,9.80999946594238
"804",2013,6,"McDevitt",28.2800006866455,14.2150001525879
"805",2013,7,"McDevitt",17.0200004577637,20.4850006103516
"806",2013,8,"McDevitt",16.8500003814697,19.4449996948242
"807",2013,9,"McDevitt",44.1100006103516,13.7799997329712
"808",2013,10,"McDevitt",26.1000003814697,5.10999965667725
"809",2013,11,"McDevitt",17,-0.139999866485596
"810",2013,12,"McDevitt",18.0100002288818,-7.03999996185303
"811",2014,1,"McDevitt",17.5699996948242,-2.68499994277954
"812",2014,2,"McDevitt",48.0800018310547,-4.96500015258789
"813",2014,3,"McDevitt",20.1399993896484,0.650000095367432
"814",2014,4,"McDevitt",30.1100006103516,4.375
"815",2014,5,"McDevitt",20.1800003051758,9.86999988555908
"816",2014,6,"McDevitt",32.0200004577637,12.9049997329712
"817",2014,7,"McDevitt",3.00999999046326,19.8250007629395
"818",2014,8,"McDevitt",57.3699989318848,17.0249996185303
"819",2014,9,"McDevitt",20.1200008392334,13.9250001907349
"820",2014,10,"McDevitt",23.9599990844727,8.59500026702881
"821",2014,11,"McDevitt",32.4599990844727,-1.83499991893768
"822",2014,12,"McDevitt",33.9700012207031,-3.71499991416931
"823",2015,1,"McDevitt",15.8599996566772,-2.21000003814697
"824",2015,2,"McDevitt",20.8299999237061,-0.125
"825",2015,3,"McDevitt",8.78999996185303,3.60999989509583
"826",2015,4,"McDevitt",27.9400005340576,4.86999988555908
"827",2015,5,"McDevitt",69.2399978637695,9.56500053405762
"828",2015,6,"McDevitt",24.1100006103516,16.734001159668
"829",1981,1,"Reservoir",7.65000009536743,-3.31499981880188
"830",1981,2,"Reservoir",31.1399993896484,-4.34000015258789
"831",1981,3,"Reservoir",31.8600006103516,-0.175000190734863
"832",1981,4,"Reservoir",39.3400001525879,3
"833",1981,5,"Reservoir",116.559997558594,6.59000015258789
"834",1981,6,"Reservoir",58.0699996948242,10.0599994659424
"835",1981,7,"Reservoir",17.6100006103516,15.3249998092651
"836",1981,8,"Reservoir",7.17999982833862,16.5550003051758
"837",1981,9,"Reservoir",18.6499996185303,10.8249998092651
"838",1981,10,"Reservoir",31.3799991607666,2.64999985694885
"839",1981,11,"Reservoir",38.9199981689453,-0.450000047683716
"840",1981,12,"Reservoir",41.4099998474121,-5.52500009536743
"841",1982,1,"Reservoir",34.2999992370605,-9.1850004196167
"842",1982,2,"Reservoir",22.1599998474121,-8.07999992370605
"843",1982,3,"Reservoir",52.2799987792969,-2.36500000953674
"844",1982,4,"Reservoir",53.5900001525879,-1.25999999046326
"845",1982,5,"Reservoir",59.5999984741211,5.2350001335144
"846",1982,6,"Reservoir",48.1599998474121,10.414999961853
"847",1982,7,"Reservoir",32.1100006103516,14.25
"848",1982,8,"Reservoir",21.8299999237061,15.9899997711182
"849",1982,9,"Reservoir",51.8800010681152,9.38000011444092
"850",1982,10,"Reservoir",28.3500003814697,3.29000020027161
"851",1982,11,"Reservoir",14.5900001525879,-4.8149995803833
"852",1982,12,"Reservoir",46.7999992370605,-7.27499961853027
"853",1983,1,"Reservoir",13.9700002670288,-4.17000007629395
"854",1983,2,"Reservoir",17.6299991607666,-3.36999988555908
"855",1983,3,"Reservoir",41.1500015258789,-0.884999990463257
"856",1983,4,"Reservoir",22.2299995422363,0.450000047683716
"857",1983,5,"Reservoir",38.8699989318848,5.75999975204468
"858",1983,6,"Reservoir",69.9300003051758,10.1049995422363
"859",1983,7,"Reservoir",54.5699996948242,14.1199998855591
"860",1983,8,"Reservoir",66.629997253418,16.8150005340576
"861",1983,9,"Reservoir",35.0099983215332,9.46500015258789
"862",1983,10,"Reservoir",37.5299987792969,5.07999992370605
"863",1983,11,"Reservoir",51.060001373291,-1.0349999666214
"864",1983,12,"Reservoir",35.2900009155273,-13.6499996185303
"865",1984,1,"Reservoir",20.6599998474121,-6.75500011444092
"866",1984,2,"Reservoir",15.039999961853,-5.02999973297119
"867",1984,3,"Reservoir",40.3199996948242,-1.86500000953674
"868",1984,4,"Reservoir",53.4700012207031,0.984999895095825
"869",1984,5,"Reservoir",60.1599998474121,6.28999996185303
"870",1984,6,"Reservoir",84.6399993896484,9.86499977111816
"871",1984,7,"Reservoir",34.560001373291,15.8999996185303
"872",1984,8,"Reservoir",44.1100006103516,16.1849994659424
"873",1984,9,"Reservoir",24.8500003814697,8.11999988555908
"874",1984,10,"Reservoir",35.5900001525879,2.02500009536743
"875",1984,11,"Reservoir",30.0300006866455,-2.44000005722046
"876",1984,12,"Reservoir",27.6299991607666,-9.99499988555908
"877",1985,1,"Reservoir",16.0100002288818,-9.70499992370605
"878",1985,2,"Reservoir",14.289999961853,-9.88999938964844
"879",1985,3,"Reservoir",37.4500007629395,-4.38000011444092
"880",1985,4,"Reservoir",13.6099996566772,3.88499975204468
"881",1985,5,"Reservoir",58.2099990844727,8.41499996185303
"882",1985,6,"Reservoir",20.2299995422363,11.7849998474121
"883",1985,7,"Reservoir",24.2700004577637,17.9500007629395
"884",1985,8,"Reservoir",35.8300018310547,13.4900007247925
"885",1985,9,"Reservoir",70.370002746582,7.28999996185303
"886",1985,10,"Reservoir",23.4799995422363,3.13000011444092
"887",1985,11,"Reservoir",31.5400009155273,-8.5649995803833
"888",1985,12,"Reservoir",11.3199996948242,-9.26499938964844
"889",1986,1,"Reservoir",21.7299995422363,-4.65500020980835
"890",1986,2,"Reservoir",58.5400009155273,-3.88000011444092
"891",1986,3,"Reservoir",24.2099990844727,2.09999990463257
"892",1986,4,"Reservoir",45.8600006103516,2.63499999046326
"893",1986,5,"Reservoir",58.7200012207031,7.05499982833862
"894",1986,6,"Reservoir",35.7400016784668,14.2650003433228
"895",1986,7,"Reservoir",34.2000007629395,13.8700008392334
"896",1986,8,"Reservoir",46.0299987792969,16.5499992370605
"897",1986,9,"Reservoir",61.2700004577637,6.91000032424927
"898",1986,10,"Reservoir",21.6499996185303,4.75999975204468
"899",1986,11,"Reservoir",32.3300018310547,-2.32000017166138
"900",1986,12,"Reservoir",6.3899998664856,-6.40000009536743
"901",1987,1,"Reservoir",16.1399993896484,-7.50999975204468
"902",1987,2,"Reservoir",20.1100006103516,-3.53999996185303
"903",1987,3,"Reservoir",27.7299995422363,-0.964999914169312
"904",1987,4,"Reservoir",13.3500003814697,6.11499977111816
"905",1987,5,"Reservoir",90.6399993896484,9.06500053405762
"906",1987,6,"Reservoir",36.3400001525879,12.5149993896484
"907",1987,7,"Reservoir",89.0599975585938,14.0349998474121
"908",1987,8,"Reservoir",36.2400016784668,13.1200008392334
"909",1987,9,"Reservoir",0,12.1749992370605
"910",1987,10,"Reservoir",0,6.01000022888184
"911",1987,11,"Reservoir",14.1000003814697,-0.420000076293945
"912",1987,12,"Reservoir",33.7099990844727,-6.375
"913",1988,1,"Reservoir",22.6700000762939,-8.55999946594238
"914",1988,2,"Reservoir",18.9599990844727,-4.02499961853027
"915",1988,3,"Reservoir",36.0900001525879,-1.86500000953674
